Id,Sentiment,Pasangan Calon,Text Tweet,content_processed
129,negative,Agus-Sylvi,Kirim ke aku saja Kaosnya... #AHY sejati <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes>,kirim kaos ahy sejati smiling face with smiling eyes smiling face with smiling eyes smiling face with smiling eyes
130,negative,Agus-Sylvi,#ahy <Frowning Face>,ahy frowning face
131,negative,Agus-Sylvi,"#AHY,humor,lagu, Kisah Sedih AHY di Balik Lagu Jatuh Bangun  <Frowning Face> <Frowning Face>",ahy humor lagu kisah sedih ahy lagu jatuh bangun frowning face frowning face
132,negative,Agus-Sylvi,"#AHY,Cuitan Hati SBY,Cuitan SBY, jokowi, mantan, mantan terindah,Pilgub DKI 2017  <Tongue> <Tongue>",ahy cuit hati surabaya cuit surabaya jokowi mantan mantan indah pilgub dki tongue tongue
133,negative,Agus-Sylvi,"Owalah, kasihan kamu, Dik. Semoga kamu tidak jadi orang miskin, ya. Aamiin <THUMBS UP>  #AHY selalu dihati  <Tongue> ",owalah kasihan dik moga miskin amin thumbs up ahy hati tongue
134,negative,Agus-Sylvi,Aku bangga jadi anak memo.  <Tongue>   <Face With Stuck-Out Tongue & Closed Eyes>  <FACE WITH TEARS OF JOY>    #AHY #moshing,bangga anak memo tongue face with stuck out tongue closed eyes face with tears of joy ahy moshing
135,negative,Agus-Sylvi,Pendukung #AHY sulit melupakan bully2 seperti ini <Thumbs Down>,dukung ahy sulit lupa thumbs down
136,negative,Agus-Sylvi,"Versi #3 video #AHYANGaruk2Kepala terlihat bingung bicara banjir, kota apung  <Face With Stuck-Out Tongue & Closed Eyes>  di atas, permukaan tanah dan air, bikin bengong <Smiling Face With Open Mouth & Closed Eyes>",versi video lihat bingung bicara banjir kota apung face with stuck out tongue closed eyes muka tanah air bengong smiling face with open mouth closed eyes
137,negative,Agus-Sylvi,Ahokers mendadak #AHY ?? Gak salah tuh?? Sesuatu banget !!  <Face With Stuck-Out Tongue & Closed Eyes> <Face With Stuck-Out Tongue & Closed Eyes> <Face With Stuck-Out Tongue & Closed Eyes> <Face With Stuck-Out Tongue & Closed Eyes> <Face With Stuck-Out Tongue & Closed Eyes>,ahokers dadak ahy enggak salah tuh face with stuck out tongue closed eyes face with stuck out tongue closed eyes face with stuck out tongue closed eyes face with stuck out tongue closed eyes face with stuck out tongue closed eyes
138,negative,Agus-Sylvi,HOAX kok tidakada habis2nya...  Foto 4 hari sebelum pencoblosan...fotonya tidak HOAX.. tulisanya penuh dusta! <Angry Face>,hoax tidakada foto coblos foto hoax tulisanya penuh dusta angry face
139,negative,Agus-Sylvi,Deklarasi ini sepihak. Tanpa konsultasi dan persetujuan AHY.,deklarasi konsultasi tuju ahy
140,negative,Agus-Sylvi,@Syahrir_Lantoni sudah kena telikung sekarang nama #AHY dibajak pula? <Face With Stuck-Out Tongue & Closed Eyes>,syahrir lantoni kena telikung nama ahy bajak face with stuck out tongue closed eyes
141,negative,Agus-Sylvi,"Meski saya tak pilih #AHY, kok rasanya mules ya dengan kontestasi politik putaran 2 #politikpalsu cuih  <Pig Nose> <Pig Nose>",tak pilih ahy mules kontestasi politik putar politikpalsu cuih pig nose pig nose
142,negative,Agus-Sylvi,"Pak @SBYudhoyono jangan biarkan pengorbanan dan perjuangan #AHY , Kita #Lawan Rezim Koplak ini ! #nunggu komando.  <Fire>  <Fire>",sbyudhoyono korban juang ahy lawan rezim kocak menunggu komando fire fire
143,negative,Agus-Sylvi,Jadi gak sampai hati ketika mencermatinya ! Mungkin ada penyusup masuk tidak terpantau <Person Bowing> oleh team #AHY,enggak hati cermat susup pantau person bowing team ahy
144,negative,Agus-Sylvi,Ayo pendukung AHY Dukung penggembosmu <Tongue> <Fire> <Fire>,ayo dukung ahy dukung gembos tongue fire fire
145,negative,Agus-Sylvi,Suara #ahy bakal direbuntukan. Apakah pak @basuki_btp mau melanjuntukan program yang di usung pak @AgusYudhoyono sepertinya tidak .  <Expressionless Face>,ahy direbuntukan basuki btp melanjuntukan program usung agusyudhoyono expressionless face
146,negative,Agus-Sylvi,@SBYudhoyono tweet anda yang justru kontraproduktif terhadap #AHY pak. <Zipper-Mouth Face> <Zipper-Mouth Face> <Zipper-Mouth Face>,sbyudhoyono tweet kontraproduktif hadap ahy zipper mouth face zipper mouth face zipper mouth face
147,negative,Agus-Sylvi,#AHY #SBY #Jakarta #Jatim #Jabar #Presiden #NgopiSore Mau ke Mana AHY Setelah Nyungsep di Jakarta? @tribunmedan,ahy surabaya jakarta jatim jabar presiden ngopisore ahy nyungsep jakarta tribunmedan
148,negative,Agus-Sylvi,"Suara #AHY rusak gara-gara nyanyian si AA PeKa ini, moga SBY bisa bikin dia jeblos penjara sampai pupus disana !!! #GueGeram  <Face With Steam From Nose>",ahy rusak gara gara nyanyi aa peka moga surabaya jeblos penjara pupus guegeram face with steam from nose
149,negative,Agus-Sylvi,"awas banyak mendadak baik, metamorfosis dari kecebong brubah jd anjing penjilat #AHY & #AniesSandi  <OK HAND> <Clapping Hands>",awas dadak metamorfosis kecebong berubah anjing jilat ahy aniessandi ok hand clapping hands
150,negative,Agus-Sylvi,Sekarang tinggal tunggu sikap #AHY terhadap manuver agus   <Clapping Hands>  <Face With Cold Sweat> <Face With Cold Sweat>,tinggal tunggu sikap ahy hadap manuver agus clapping hands face with cold sweat face with cold sweat
151,positive,Agus-Sylvi,Doa ku.. Semoga suaranya mas Agus-Sylvi beneran ke #Badja #PilkadaDKI2017 yakin kan mas Agus.. Aku pada mu..,doa moga agus sylvi benaran badja agus mu
152,positive,Agus-Sylvi,"Terima kasih mas @AgusYudhoyono, karenamu anak muda telah berani menyuarakan perubahan. Kami tetap bersamamu #YNWA",terima agusyudhoyono anak muda berani ubah ynwa
153,positive,Agus-Sylvi,KETEMU DI ISTIQLAL Bangga Pernah Jadi Bagian Dari @AgusYudhoyono dan @sylviana_murni @ZaraZettiraZr @AhyCenter @SohibAHY,ketemu istiqlal bangga agusyudhoyono sylviana murni zarazettirazr ahycenter sohibahy
154,positive,Agus-Sylvi,"Tersingkir dari kancah pilkada DKI, rupanya ada cara lain untuk mengangkat seseorang #AHY Mendunia",singkir kancah pilkada dki rupa angkat ahy dunia
155,positive,Agus-Sylvi,"Dalam Pilkada DKI, AHY juga mampu menunjukkan kualitasnya sebagai seorang pemimpin muda yang berjiwa ksatria. (AHY mendunia)",pilkada dki ahy kualitas pimpin muda jiwa ksatria ahy dunia
156,positive,Agus-Sylvi,usai pilkada DKI AHY keliling Nusantara merajut Persatuan #Indonesia bukan cuma Jakarta!,pilkada dki ahy keliling nusantara rajut jakarta
157,positive,Agus-Sylvi,"(12) AHY justru menitipkan pentingnya menjaga pluralisme, kebangsaan dan kesatuan dalam persaingan Pilkada. Persatuan lebih penting.",ahy titip jaga pluralisme bangsa saing pilkada
158,positive,Agus-Sylvi,AHY memang kalah di pilkada tetapi MENANG di hati rakyat.,ahy kalah pilkada menang hati rakyat
159,positive,Agus-Sylvi,Dari pada pendukung Ahok berantem terus. Mending kaya pendukung AHY membuat kopdar biar makin luas siapa tau jadi calon lagi,dukung ahok antem dukung ahy kopdar luas calon
160,positive,Agus-Sylvi,"Menurut AHY, Pilkada DKI memberi hikmah, pelajaran, ujian dan tantangan yang dapat ia ambil. Semua itu dapat mematangkan karakternya#AIMAN",ahy pilkada dki hikmah ajar uji tantang ambil matang karakter aiman
161,positive,Agus-Sylvi,"@AgusYudhoyono Semangat terus Pak AHY, faktor kekalahan pada pilkada waktu kemarin itu adalah wakil Pak AHY, nanti maju lagi, insyaAlloh.",agusyudhoyono semangat ahy faktor kalah pilkada kemarin wakil ahy maju insyaalloh
162,positive,Agus-Sylvi,"kalau dilihat upaya Demokrat mengenalkan AHY cukup berhasil di Pilkada Jakarta, dan sekarang AHY sudah mulai blusukan ke seluruh Indonesia",lihat upaya demokrat kenal ahy pilkada jakarta ahy blusukan
163,positive,Agus-Sylvi,"@AHY prinsip kepemimpinan, memenangkan sebuah Pilkada, belajar terus dan sangat dinamis. @hildathawilla @Panti_silaban",ahy prinsip pimpin menang buah pilkada ajar dinamis hildathawilla panti silaban
164,positive,Agus-Sylvi,"Pilihan warga jkt Mayoritas bukan pada ahok, tapi calon selain ahok, terbukti di dua putaran pilkada dki. Mayoritas memilih AHY dan Anies",pilih warga jakarta mayoritas ahok calon ahok bukti putar pilkada dki mayoritas pilih ahy anies
165,positive,Agus-Sylvi,"Lewat Akun Instagram, AHY Ucapkan Selamat Kepada Paslon Pemenang Pilkada DKI Jakarta",akun instagram ahy selamat paslon menang pilkada dki jakarta
166,positive,Agus-Sylvi,Menyeberangi Selat Malaka. Aiman KompasTV yang mendapat kesempatan pertama mewawancarai AHY usai Pilkada DKI @Rosianna766Hi,seberang selat malaka aiman kompastv wawancara ahy pilkada dki
167,positive,Agus-Sylvi,AHY Sebut Pilkada DKI Berjalan Bermartabat,ahy pilkada dki jalan martabat
168,positive,Agus-Sylvi,"Salam kagum buat AHY. Masih muda, berani pensiun dini, berani menantang ahok di pilkada, disaat semua pada takut, termasuk @ridwankamil",salam kagum ahy muda berani pensiun berani tantang ahok pilkada takut ridwankamil
169,positive,Agus-Sylvi,Pilkada DKI berdoa AHY menang. Mudah-mudahan Anies Sandi yang menang.,pilkada dki doa ahy menang mudah mudah anies sandi menang
170,positive,Agus-Sylvi,"soal mental kalah Pilkada, Indonesia harus berguru pada sosok AHY.",mental kalah pilkada guru sosok ahy
171,positive,Agus-Sylvi,"LSI telah membuktikan kejujuran surveynya pada pilkada DKI tahap1- ahokdjarot disurvey langsung kalah dan Ahy menang 1 putaran,",lsi bukti jujur surveynya pilkada dki ahokdjarot disurvey kalah ahy menang putar
172,positive,Agus-Sylvi,"sehabis pilkada,pileg dan pilpres saya harap AHY menjadi ketua DPR @AgusYudhoyono",habis pilkada pileg pilpres harap ahy ketua dpr agusyudhoyono
173,positive,Agus-Sylvi,Sebentar lagi kita lupakan kegilaan pilkada DKI. Mari berlari bersama AHY. Kita mulai dari Kepri 23 April,sebentar lupa gila pilkada dki mari lari ahy kepri april
174,positive,Agus-Sylvi,"Saya bilang PASTI MENANG karena bentuk keyakinan akan keberhasilan goal goal LAIN dari IMPROVISASI politik Pak SBY & Pak AHY,di Pilkada DKI.",menang bentuk goal goal improvisasi politik surabaya ahy pilkada dki
175,positive,Agus-Sylvi,semoga Anies menang pilkada dan AHY jadi presiden Indonesia 2019 Aamiin YRA klop dah!@AgusYudhoyono,moga anies menang pilkada ahy presiden amin yra klop agusyudhoyono
176,positive,Agus-Sylvi,"@SBYudhoyono setelah pilkada DKI, AHY jadi sangat diperhitungkan. Diharapkan dia bisa menjadi pemimpin RI selanjutnya",sbyudhoyono pilkada dki ahy hitung harap pimpin ri
177,positive,Agus-Sylvi,saya pikir target AHY dalam pilkada kemarin adalah untuk membangun sentimen positif,pikir target ahy pilkada kemarin bangun sentimen positif
178,positive,Agus-Sylvi,"Jadi, tolong hargai sikap saya dan beberapa pendukung AHY yang memilih bersikap netral di putaran kedua Pilkada DKI 2017 ini.",harga sikap dukung ahy pilih sikap netral putar pilkada dki
179,positive,Agus-Sylvi,Pilkada Rasa Pilkades kata mas @panca66 tidak ada AHY tidak rame,pilkada pilkades ahy rame
180,positive,Agus-Sylvi,di pilkada putaran pertama kemarin saya membuat kaos AHY sendiri untuk dibagi-bagikan dilingkungan saya Utan Kayu Jaktim.,pilkada putar kemarin kaos ahy lingkung utan kayu jaktim
181,positive,Agus-Sylvi,"tetap semangat dukung AHY-Sylvi sampai pilkada terlaksana, yakin dan tentukan pilihan anda kepada yang pro rakyat.",semangat dukung ahy sylvi pilkada laksana pilih pro rakyat
182,positive,Agus-Sylvi,Salah satu cara AHY-Silvy menang pilkada itu mudah. Ibu silvy naik mio tidak memakai helm keliling komplek saat pemilihan Dijamin pada segan,salah ahy silvy menang pilkada mudah silvy mio helm keliling komplek pilih jamin segan
183,positive,Agus-Sylvi,Maju terus AHY-Silvy dan Anies-Sandi BerSATU bersama menangkan pilkada DKI #pilihpemimpinmuslim #Debat2PilkadaDKI,maju ahy silvy anies sandi menang pilkada dki pilihpemimpinmuslim
184,positive,Agus-Sylvi,Kita tunggu kualitas jiwa Anies Sandi..apa ucapan atas peran suara loyalis AHY-Silvy dalam kemenangan pilkada ini #BasukiKeokMasukBui,tunggu kualitas jiwa anies sandi peran loyalis ahy silvy menang pilkada basukikeokmasukbui
185,positive,Agus-Sylvi,"Terimakasih AHY-SILVY, tanpa kalian jakarta tidak akan mempunyai gubernur baru",ahy silvy jakarta gubernur
186,positive,Agus-Sylvi,saya lebih ke #AgusSilvy,agussilvy
187,positive,Agus-Sylvi,Cakeeepppp....#bersatunya pendukung #AniesSandi dan #agussilvy,cakeeepppp dukung aniessandi agussilvy
188,positive,Agus-Sylvi,Jangan lupa pilih paslon no. 1 #AgusSilvy #ForRI1 https://twitter.com/Ruchan_JKT48/status/830605267070902274,lupa pilih paslon no agussilvy twitter ruchan status
189,positive,Agus-Sylvi,Sinyal Positif Agus-Sylvi Merapat ke Anies-Sandi #PilkadaDKIJakarta #agussilvy https://www.harianbernas.com/berita-32894-Sinyal-Positif,sinyal positif agus sylvi rapat anies sandi pilkadadkijakarta agussilvy harianbernas berita sinyal positif
190,positive,Agus-Sylvi,@ArainsanR @fadlizon @AhyFansclub @AniesSandiNo3 @Gerindra @PDemokrat SIAP RAPATKAN BARISAN SEMUA! SATU KOMANDO #agussilvy,arainsanr fadlizon ahyfansclub gerindra pdemokrat rapat baris komando agussilvy
191,positive,Agus-Sylvi,"@AhyFansclub Kalau putaran 2 ,, SIAP RAPAT KAN BARISAN SEMUA ! SATU KOMANDO ! #aniessandi #agussilvy",ahyfansclub putar rapat baris komando aniessandi agussilvy
192,positive,Agus-Sylvi,"Mengakui kekalahan, apapun itu tujuannya tapi great applause lah. Patut ditiru untuk demokrasi yang positif #AgusSilvy",kalah tuju great applause patut tiru demokrasi positif agussilvy
193,positive,Agus-Sylvi,Salut! @AgusYudhoyono & Mpok Silvy dengan mengakui kemenangan Paslon lain. #agussilvy #Salam2Jari #KitaNKRI #TetapSemangat #PilkadaDKI,salut agusyudhoyono mpok silvy menang paslon agussilvy kitankri tetapsemangat pilkadadki
194,positive,Agus-Sylvi,"baru quick count,Ttp kalau hasil kpud benar sampai 2putaran SIAP RAPAT KAN BARISAN SEMUA! SATU KOMANDO! #aniessandi #agussilvy",quick count kpud rapat baris komando aniessandi agussilvy
195,positive,Agus-Sylvi,"youtu.be/bxrZD69u61A  tenang, bening, ..dan tulus. Mas Agus, mungkin di masa yg akan datang yaa mas.. #apreciate #agussilvy",youtu be tenang bening tulus agus apreciate agussilvy
196,positive,Agus-Sylvi,Mari beri masukan & kritik yang membangun bagi yang kalah dalam pertandingan. #PilkadaSerentak2017 #ahokdjarot #agussilvy #AniesSandi,mari kritik bangun kalah tanding ahokdjarot agussilvy aniessandi
197,positive,Agus-Sylvi,Apapun hasilnya kau tetap kebanggaan kami #AgusSilvy,bangga agussilvy
198,positive,Agus-Sylvi,"Ingat, fokus dan menangkan #AHY #AgusYudhoyono #RakernasDemokrat2017 #DemokratKelilingNusantara @AgusYudhoyono @SBYudhoyono",fokus menang ahy agusyudhoyono demokratkelilingnusantara agusyudhoyono sbyudhoyono
199,positive,Agus-Sylvi,Rakernas Partai Demokrat bersama AHY #ahy #partaidemokrat #lombok #gilitrawangan #mataramâ€¦ https://www.instagram.com/p/BTzMrEdliY4/,rakernas partai demokrat ahy ahy partaidemokrat lombok gilitrawangan matarama instagram p
200,positive,Agus-Sylvi,"Alhamdulillah.... #AHY tersambut hangat, mesra dan intim di NTB.",ahy sambut hangat mesra intim ntb
201,positive,Agus-Sylvi,Ngawal Abang dulu keliling Ampenan #AHY #fkppi #kawal #bodyguard #military #myjob https://www.instagram.com/p/BTySqVcjLv5/,ngawal abang keliling ampenan ahy fkppi kawal bodyguard military myjob instagram p
202,positive,Agus-Sylvi,Ada apa dengan #AHY knp disetiap acara nya massa membludak?Krn rakyat melihat harapan utk AHY memimpin negara ini dimasa yg dtg. #AHYforAll,ahy acara massa membludak rakyat lihat harap ahy pimpin negara ahyforall
203,positive,Agus-Sylvi,"Kekalahan adalah sukses yg tertunda, bukan untuk disesali tapi dijadikan pengalaman tuk lebih baik lagi di masa depan #AHY",kalah sukses tunda ununtuk sesal alam ahy
204,positive,Agus-Sylvi,Tandatangan petisi Stop Hoax dan Fitnah serta mendukung gerakan Kebebasan Pers tanpa Hoax dan fitnah. #AHY #Demokrat #demokratbersamarakyat,tandatangan petisi stop hoax fitnah dukung gerak bebas pers hoax fitnah ahy demokrat demokratbersamarakyat
205,positive,Agus-Sylvi,#AHY#Demi.Indonesia,ahy
206,positive,Agus-Sylvi,mestinya ya begitu ya Gus....#AHY negarawan.,gus ahy negarawan
207,positive,Agus-Sylvi,"Demokrat dengan cinta, untuk NKRI, #AHY dan #Demokrat berbakti.",demokrat cinta nkri ahy demokrat bakti
208,positive,Agus-Sylvi,#Karanganbungaahok jagoan kalah duluan ...klu gitu #Ahy dong jagoannya bukan ahok,karanganbungaahok jago kalah duluan ahy jago ahok
209,positive,Agus-Sylvi,#ahy,ahy
210,positive,Agus-Sylvi,Pesan #AHY jangan lupa gembira dan cinta Indonesia,pesan ahy lupa gembira cinta
211,positive,Agus-Sylvi,Salam untuk kaum muda. Hormat pada yang tua. #AHY,salam kaum muda hormat tua ahy
212,positive,Agus-Sylvi,#AHY#TheNextLeader#AHY#AdalahKita,ahy thenextleader ahy adalahkita
213,positive,Agus-Sylvi,Mau jalan di tempat atau berlari menyongsong masa depan dari sekarang? #AHY menyongsong masa depan,jalan lari songsong ahy songsong
214,positive,Agus-Sylvi,"Langkah ""Kuda"" Agus Yudhoyono -> https://goo.gl/95ldom  #AHY #SBY #PartaiDemokrat #Pilakada #DKIJakarta",langkah kuda agus yudhoyono goo gl ahy surabaya partaidemokrat pilakada dkijakarta
215,positive,Agus-Sylvi,Datang tampak muka pulang tampak punggung. Terima kasih Kepri #DemokratKelilingNusantara #AHY,muka pulang punggung terima kepri demokratkelilingnusantara ahy
216,positive,Agus-Sylvi,Aku pada #AHY pemimpin muda,ahy pimpin muda
217,positive,Agus-Sylvi,"#AHY adalah Inspirasi Kaum Muda... ""GERAKAN INDONESIA MUDA"" menuju INDONESIA EMAS",ahy inspirasi kaum muda gerak muda tuju emas
218,positive,Agus-Sylvi,Setia pada #AHY sebab politik Indonesia perlu ada regenerasi yg MATANG agar jgn ada lagi kutu loncat,setia ahy politik regenerasi matang kutu loncat
219,positive,Agus-Sylvi,#Setia HinggAHY akhir #Harapan #MasaDepanBangsa @PDemokrat @SBYudhoyono @hincapandjaitan @ranabaja @hariswijaya1975 @Edhie_Baskoro,setia hinggahy harap masadepanbangsa pdemokrat sbyudhoyono hincapandjaitan ranabaja edhie baskoro
220,positive,Agus-Sylvi,#AHY menyapa #Selamatpagi INDONESIA @PDemokrat @SBYudhoyono @hincapandjaitan @edhiewibowo_55 @Edhie_Baskoro @isari68 @ranabaja,ahy sapa selamatpagi pdemokrat sbyudhoyono hincapandjaitan edhiewibowo edhie baskoro ranabaja
221,positive,Agus-Sylvi,#AHY Harapan & masa dpn Bangsa @hincapandjaitan @SBYudhoyono @AgusYudhoyono @PDemokrat @hariswijaya1975 @ranabaja @isari68 @didiklpambudi,ahy harap bangsa hincapandjaitan sbyudhoyono agusyudhoyono pdemokrat ranabaja didiklpambudi
222,positive,Agus-Sylvi,#Puisi Putri #AHY dan Para Wanita Penginspirasi http://obsessionnews.com/puisi-putri-ahy-dan-para-wanita-penginspirasi/ â€¦ #SBY #Demokrat,puisi putri ahy wanita inspirasi obsessionnews puisi putri ahy wanita inspirasi a surabaya demokrat
223,positive,Agus-Sylvi,Keren #AHY,keren ahy
224,positive,Agus-Sylvi,"Wartawan tanya apa u Pilkada 2018 mendatang, Mas @AgusYudhoyono akan ikut? Dijawab Mas #AHY sampai skg belum terpikir u ikut Pilkada lainnya",wartawan llu pilkada agllusylludhoyono ikllut ahy belllum pikir llu ikllut pilkada
225,positive,Agus-Sylvi,Mas Agus kasih kuliah umum nih #AHY,agus kuliah ahy
226,positive,Agus-Sylvi,"Kuliah umum ""mahasiswa perspektif untuk masa depan"" #AHY (at UMRAH DOMPAK) â€”",kuliah mahasiswa perspektif ahy at umrah dompak a
227,positive,Agus-Sylvi,insya allah tidak mendahului Tuhan..bakal ada yg nglamar #AHY ...,insya allah tuhan nglamar ahy
